,PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,OVERALL_PICK,TEAM_NAME,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG,POSITION,HEIGHT,WEIGHT,WINGSPAN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,BMI,VERTICAL_RATIO
1215,1628962,Udoka Azubuike,2020,1,27,Jazz,Kansas,College/University,1,C,82.0,259.5,91.25,9.61,9.25,10.0,37.0,41.0,11.82,3.61,3.23,,27.130948839976202,0.5
1216,1630183,Jaden McDaniels,2020,1,28,Lakers,Washington,College/University,1,,,,,,,,,,,,,,,
1217,1630201,Malachi Flynn,2020,1,29,Raptors,San Diego State,College/University,1,,,,,,,,,,,,,,,
1218,1630217,Desmond Bane,2020,1,30,Celtics,Texas Christian,College/University,1,,,,,,,,,,,,,,,
1219,1630179,Tyrell Terry,2020,2,31,Mavericks,Stanford,College/University,1,G,73.5,170.0,73.75,7.6,7.5,8.25,30.0,34.0,10.78,2.59,3.28,,22.12226387153501,0.46258503401360546
1220,1630176,Vernon Carey Jr.,2020,2,32,Hornets,Duke,College/University,1,,,,,,,,,,,,,,,
1221,1630187,Daniel Oturu,2020,2,33,Timberwolves,Minnesota,College/University,1,,,,,,,,,,,,,,,
1222,1630177,Theo Maledon,2020,2,34,76ers,ASVEL Basket (France),Other Team/Club,1,G,76.0,187.4,80.75,2.8,8.5,10.0,,,,,,,22.808552631578948,
1223,1630214,Xavier Tillman,2020,2,35,Kings,Michigan State,College/University,1,F,79.5,266.5,86.0,8.5,10.25,11.0,26.0,32.5,11.8,3.01,3.49,,29.642735651279615,0.4088050314465409
1224,1630189,Tyler Bey,2020,2,36,76ers,Colorado,College/University,1,F,78.0,212.8,85.25,5.0,8.5,9.0,37.0,43.5,11.35,2.75,3.17,,24.5888231426693,0.5576923076923077
1225,1630249,Vít Krejčí,2020,2,37,Wizards,Basket Zaragoza 2002 (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
1226,1630240,Saben Lee,2020,2,38,Jazz,Vanderbilt,College/University,1,,,,,,,,,,,,,,,
1227,1630190,Elijah Hughes,2020,2,39,Pelicans,Syracuse,College/University,1,G,76.75,229.0,79.5,10.2,8.5,8.75,,,,,,,27.329648059926367,
1228,1630218,Robert Woodard II,2020,2,40,Grizzlies,Mississippi State,College/University,1,F,77.5,230.2,86.0,4.5,9.0,10.75,32.0,38.0,11.1,2.49,3.18,,26.943700312174816,0.49032258064516127
1229,1630200,Tre Jones,2020,2,41,Spurs,Duke,College/University,1,,,,,,,,,,,,,,,
1230,1630208,Nick Richards,2020,2,42,Pelicans,Kentucky,College/University,1,C,82.5,241.6,86.25,8.5,9.0,9.0,30.0,34.0,11.42,2.92,3.25,,24.954240587695132,0.4121212121212121
1231,1630186,Jahmi'us Ramsey,2020,2,43,Kings,Texas Tech,College/University,1,G,74.5,193.4,78.0,3.4,8.75,9.75,,,,,,,24.496229899554073,
1232,1630250,Marko Simonovic,2020,2,44,Bulls,KK Mega Leks (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
1233,1629670,Jordan Nwora,2020,2,45,Bucks,Louisville,College/University,1,F,77.75,223.0,82.25,11.68,8.5,9.25,29.0,35.0,11.29,2.66,3.43,,25.933396056699166,0.45016077170418006
1234,1629604,CJ Elleby,2020,2,46,Trail Blazers,Washington State,College/University,1,G,77.5,198.6,79.25,4.2,8.75,10.0,30.5,36.5,11.25,2.63,3.25,,23.245086368366287,0.47096774193548385
1235,1630236,Yam Madar,2020,2,47,Celtics,Hapoel Galil Elyon (Israel),Other Team/Club,0,,,,,,,,,,,,,,,
1236,1630185,Nico Mannion,2020,2,48,Warriors,Arizona,College/University,1,,,,,,,,,,,,,,,
1237,1630198,Isaiah Joe,2020,2,49,76ers,Arkansas,College/University,1,G,75.0,170.4,79.5,4.7,8.25,8.25,,,,,,,21.296213333333334,
1238,1630219,Skylar Mays,2020,2,50,Hawks,Louisiana State,College/University,1,G,75.0,204.0,78.0,7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,,25.49546666666667,0.5
1239,1630251,Justinian Jessup,2020,2,51,Warriors,Boise State,College/University,0,,,,,,,,,,,,,,,
1240,1630231,KJ Martin,2020,2,52,Kings,IMG Academy,High School,1,F,78.0,213.2,79.25,5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,,24.635042735042735,0.4935897435897436
1241,1630216,Cassius Winston,2020,2,53,Thunder,Michigan State,College/University,1,G,72.5,196.0,78.0,9.0,8.75,8.25,24.0,28.0,11.15,2.74,3.61,,26.21412604042806,0.38620689655172413
1242,1630199,Cassius Stanley,2020,2,54,Pacers,Duke,College/University,1,G,77.0,201.6,79.0,5.8,8.25,9.0,34.5,44.0,11.4,2.43,3.09,,23.903659976387246,0.5714285714285714
1243,1630206,Jay Scrubb,2020,2,55,Nets,John A. Logan,College/University,1,G,77.0,185.2,81.5,3.7,8.25,9.75,,,,,,,21.959116208466856,
1244,1630203,Grant Riller,2020,2,56,Hornets,College of Charleston,College/University,1,G,72.25,178.4,77.25,5.4,8.0,8.5,32.5,39.5,11.17,2.45,3.07,,24.025612720154214,0.5467128027681661
1245,1629617,Reggie Perry,2020,2,57,Clippers,Mississippi State,College/University,1,F,80.25,249.6,84.25,8.4,9.25,11.0,30.0,33.5,11.26,2.57,3.25,,27.246443648644714,0.4174454828660436
1246,1630194,Paul Reed,2020,2,58,76ers,DePaul,College/University,1,F,80.5,219.2,86.0,6.83,9.0,8.75,26.5,37.5,12.29,2.67,3.45,,23.77957640523128,0.4658385093167702
1247,1630223,Jalen Harris,2020,2,59,Raptors,Nevada-Reno,College/University,1,G,74.75,193.4,79.0,4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,,24.332649522935988,0.568561872909699
1248,1630241,Sam Merrill,2020,2,60,Pelicans,Utah State,College/University,1,,,,,,,,,,,,,,,
1249,1630595,Cade Cunningham,2021,1,1,Pistons,Oklahoma State,College/University,1,G,,,,,,,,,,,,,,
1250,1630224,Jalen Green,2021,1,2,Rockets,Ignite (G League),Other Team/Club,1,G,,,,,,,,,,,,,,
1251,1630596,Evan Mobley,2021,1,3,Cavaliers,Southern California,College/University,1,F,,,,,,,,,,,,,,
1252,1630567,Scottie Barnes,2021,1,4,Raptors,Florida State,College/University,1,F,79.0,225.4,86.75,5.3,9.25,10.25,36.0,39.5,10.88,2.99,3.15,,25.389552956257013,0.5
1253,1630591,Jalen Suggs,2021,1,5,Magic,Gonzaga,College/University,1,,,,,,,,,,,,,,,
1254,1630581,Josh Giddey,2021,1,6,Thunder,NBA Global Academy (Australia),Other Team/Club,1,,,,,,,,,,,,,,,
1255,1630228,Jonathan Kuminga,2021,1,7,Warriors,Ignite (G League),Other Team/Club,1,F,,,,,,,,,,,,,,
1256,1630532,Franz Wagner,2021,1,8,Magic,Michigan,College/University,1,,,,,,,,,,,,,,,
1257,1630558,Davion Mitchell,2021,1,9,Kings,Baylor,College/University,1,G,72.0,202.4,76.25,6.2,8.25,8.75,,,,,,,27.447376543209874,
1258,1630533,Ziaire Williams,2021,1,10,Pelicans,Stanford,College/University,1,F,80.25,188.4,82.25,4.4,9.0,8.75,34.0,39.5,10.69,3.04,3.12,,20.5658252540251,0.49221183800623053
1259,1630547,James Bouknight,2021,1,11,Hornets,Connecticut,College/University,1,G,75.5,190.0,80.25,5.5,8.75,9.0,,,,,,,23.43230560063155,
1260,1630563,Joshua Primo,2021,1,12,Spurs,Alabama,College/University,1,G,76.0,189.0,81.25,6.3,9.0,10.0,30.5,37.5,10.97,3.36,3.22,,23.00328947368421,0.4934210526315789
1261,1630537,Chris Duarte,2021,1,13,Pacers,Oregon,College/University,1,,,,,,,,,,,,,,,
1262,1630541,Moses Moody,2021,1,14,Warriors,Arkansas,College/University,1,G,76.5,210.6,84.75,6.8,9.0,10.0,,,,,,,25.29826989619377,
1263,1630557,Corey Kispert,2021,1,15,Wizards,Gonzaga,College/University,1,F,78.0,223.8,79.0,6.8,8.75,10.0,30.0,37.5,10.91,2.99,3.12,,25.85986193293886,0.4807692307692308
1264,1630578,Alperen Sengun,2021,1,16,Thunder,Besiktas (Turkey),Other Team/Club,1,,,,,,,,,,,,,,,
1265,1630530,Trey Murphy III,2021,1,17,Grizzlies,Virginia,College/University,1,F,79.5,206.0,84.0,8.1,8.5,9.0,34.0,38.0,11.65,3.32,3.14,,22.91333412444128,0.4779874213836478
1266,1630544,Tre Mann,2021,1,18,Thunder,Florida,College/University,1,G,75.25,177.6,76.0,4.1,8.0,9.0,,,,,,,22.048816238231367,
1267,1630539,Kai Jones,2021,1,19,Knicks,Texas,College/University,1,F,82.0,221.4,85.75,4.7,9.0,9.5,,,,,,,23.147560975609757,
1268,1630552,Jalen Johnson,2021,1,20,Hawks,Duke,College/University,1,F,79.75,209.6,84.25,4.5,9.75,10.5,,,,,,,23.167822643252325,
1269,1630553,Keon Johnson,2021,1,21,Knicks,Tennessee,College/University,1,G,75.5,184.8,79.25,4.4,8.5,9.0,41.5,48.0,11.45,3.2,3.0,,22.79100039471953,0.6357615894039735
1270,1630543,Isaiah Jackson,2021,1,22,Lakers,Kentucky,College/University,1,C,,,,,,,,,,,,,,
1271,1630586,Usman Garuba,2021,1,23,Rockets,Madrid (ESP),College/University,1,,,,,,,,,,,,,,,
1272,1630528,Josh Christopher,2021,1,24,Rockets,Arizona State,College/University,1,G,75.25,214.8,81.25,5.8,8.75,8.5,29.5,37.5,11.32,3.3,3.14,,26.667149369212265,0.4983388704318937
1273,1629656,Quentin Grimes,2021,1,25,Clippers,Houston,College/University,1,G,76.0,205.0,80.0,6.6,8.5,10.0,30.5,38.5,11.09,3.33,3.07,,24.950657894736842,0.506578947368421
1274,1630538,Bones Hyland,2021,1,26,Nuggets,Virginia Commonwealth,College/University,1,G,74.0,169.0,81.25,5.8,8.75,9.0,26.5,34.0,10.53,3.17,3.1,,21.695945945945947,0.4594594594594595
1275,1630560,Cam Thomas,2021,1,27,Nets,Louisiana State,College/University,1,G,,,,,,,,,,,,,,
1276,1630531,Jaden Springer,2021,1,28,76ers,Tennessee,College/University,1,G,75.0,202.0,79.75,6.3,8.5,9.75,34.5,41.5,11.46,3.1,3.13,,25.24551111111111,0.5533333333333333
1277,1630549,Day'Ron Sharpe,2021,1,29,Suns,North Carolina,College/University,1,C,,,,,,,,,,,,,,
1278,1630583,Santi Aldama,2021,1,30,Jazz,Loyola-Maryland,College/University,1,,,,,,,,,,,,,,,
1279,1630225,Isaiah Todd,2021,2,31,Bucks,Ignite (G League),Other Team/Club,1,F,80.75,219.0,85.25,6.2,9.0,9.75,28.5,35.5,11.38,3.25,3.31,,23.61099981788381,0.43962848297213625
1280,1630526,Jeremiah Robinson-Earl,2021,2,32,Knicks,Villanova,College/University,1,F,79.75,242.4,81.75,8.9,9.0,9.75,27.0,32.0,11.64,3.15,3.29,,26.79332160650937,0.4012539184952978
1281,1630554,Jason Preston,2021,2,33,Magic,Ohio,College/University,1,G,75.0,180.6,80.5,5.45,8.5,9.25,30.5,38.5,10.82,3.08,3.13,,22.570986666666666,0.5133333333333333
1282,1630599,Rokas Jokubaitis,2021,2,34,Thunder,BC Zalgiris (Lithuania),Other Team/Club,0,,,,,,,,,,,,,,,
1283,1630529,Herbert Jones,2021,2,35,Pelicans,Alabama,College/University,1,F,78.0,206.4,84.25,5.8,8.5,9.0,28.5,36.5,11.02,3.17,3.25,,23.84930966469428,0.46794871794871795
1284,1630540,Miles McBride,2021,2,36,Thunder,West Virginia,College/University,1,G,73.0,195.2,80.75,6.0,9.0,9.5,31.0,38.5,11.08,3.13,3.1,,25.750722462000372,0.5273972602739726
1285,1630550,JT Thor,2021,2,37,Pistons,Auburn,College/University,1,F,80.5,203.0,87.25,6.1,9.25,9.5,31.5,35.0,12.19,3.08,3.06,,22.022144207399407,0.43478260869565216
1286,1630245,Ayo Dosunmu,2021,2,38,Bulls,Illinois,College/University,1,G,75.5,194.4,82.25,4.9,8.5,8.75,27.0,33.5,11.51,3.27,3.23,,23.974948467172492,0.44370860927152317
1287,1629674,Neemias Queta,2021,2,39,Kings,Utah State,College/University,1,C,83.25,248.4,88.0,7.6,9.25,10.5,27.0,33.0,11.85,3.5,3.29,,25.1963963963964,0.3963963963963964
1288,1630215,Jared Butler,2021,2,40,Kings,Baylor,College/University,1,G,74.25,193.0,76.0,5.1,8.5,8.25,,,,,,,24.61045925018989,
1289,1630580,Joe Wieskamp,2021,2,41,Spurs,Iowa,College/University,1,F,77.75,204.8,83.0,4.1,8.5,9.25,30.0,42.0,10.7,3.18,3.04,,23.816858800053765,0.5401929260450161
1290,1630587,Isaiah Livers,2021,2,42,Pistons,Michigan,College/University,1,F,77.75,231.8,81.25,9.4,9.0,9.5,,,,,,,26.956776708263977,
1291,1630535,Greg Brown III,2021,2,43,Pelicans,Texas,College/University,1,F,79.25,206.4,84.25,5.5,9.0,9.75,33.5,39.0,10.98,2.98,3.19,,23.102898824746987,0.4921135646687697
1292,1630556,Kessler Edwards,2021,2,44,Nets,Pepperdine,College/University,1,F,79.0,203.0,83.25,4.3,8.5,8.25,28.0,37.0,11.3,3.38,3.25,,22.866367569299793,0.46835443037974683
1293,1630584,Juhann Begarin,2021,2,45,Celtics,Paris (France),Other Team/Club,0,,,,,,,,,,,,,,,
1294,1630625,Dalano Banton,2021,2,46,Raptors,Nebraska,College/University,1,,,,,,,,,,,,,,,
1295,1630525,David Johnson,2021,2,47,Raptors,Louisville,College/University,1,G,75.25,202.8,82.5,7.5,8.25,8.5,33.0,39.0,12.02,3.2,3.03,,25.177364488250685,0.5182724252491694
1296,1630536,Sharife Cooper,2021,2,48,Hawks,Auburn,College/University,1,G,,,,,,,,,,,,,,
1297,1630681,Marcus Zegarowski,2021,2,49,Nets,Creighton,College/University,0,G,72.75,180.8,74.75,7.2,8.0,9.5,30.0,35.5,11.47,3.26,3.11,,24.01528560125648,0.4879725085910653
1298,1630196,Filip Petrusev,2021,2,50,76ers,KK Mega Leks (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
1299,1630527,Brandon Boston,2021,2,51,Grizzlies,Kentucky,College/University,1,F,77.75,188.0,82.75,6.0,9.0,9.75,,,,,,,21.863132101611853,
1300,1630568,Luka Garza,2021,2,52,Pistons,Iowa,College/University,1,C,82.0,242.8,85.5,11.7,9.0,9.25,24.0,29.5,11.9,3.38,3.51,,25.3849494348602,0.3597560975609756
1301,1629646,Charles Bassey,2021,2,53,76ers,Western Kentucky,College/University,1,C,81.25,230.2,87.0,5.9,9.0,9.5,33.0,36.0,12.19,3.33,3.13,,24.513984378698225,0.4430769230769231
1302,1630572,Sandro Mamukelashvili,2021,2,54,Pacers,Seton Hall,College/University,1,C,81.0,239.8,85.25,7.8,9.0,9.5,30.5,36.5,11.63,3.3,3.21,,25.694162475232435,0.4506172839506173
1303,1630598,Aaron Wiggins,2021,2,55,Thunder,Maryland,College/University,1,G,76.5,190.0,81.75,5.0,8.75,8.5,29.5,36.0,11.2,3.0,3.04,,22.823700286214702,0.47058823529411764
1304,1630575,Scottie Lewis,2021,2,56,Hornets,Florida,College/University,1,F,76.0,187.6,84.0,4.7,8.75,9.75,34.0,42.0,10.45,3.03,2.98,,22.832894736842103,0.5526315789473685
1305,1630638,Balsa Koprivica,2021,2,57,Hornets,Florida State,College/University,0,,,,,,,,,,,,,,,
1306,1630579,Jericho Sims,2021,2,58,Knicks,Texas,College/University,1,C,81.0,250.2,87.25,5.5,9.0,9.75,37.0,44.5,11.59,3.38,3.05,,26.808504801097396,0.5493827160493827
1307,1630564,RaiQuan Gray,2021,2,59,Nets,Florida State,College/University,1,F,78.5,268.6,82.75,17.3,9.25,9.0,26.5,31.5,11.69,3.3,3.25,,30.642346545498803,0.4012738853503185
1308,1630686,Georgios Kalaitzakis,2021,2,60,Pacers,BC Nevezis (Greece),Other Team/Club,1,,,,,,,,,,,,,,,
1309,1631094,Paolo Banchero,2022,1,1,Magic,Duke,College/University,1,F,,,,,,,,,,,,,,
1310,1631096,Chet Holmgren,2022,1,2,Thunder,Gonzaga,College/University,1,F,,,,,,,,,,,,,,
1311,1631095,Jabari Smith Jr.,2022,1,3,Rockets,Auburn,College/University,1,F,,,,,,,,,,,,,,
1312,1631099,Keegan Murray,2022,1,4,Kings,Iowa,College/University,1,F,,,,,,,,,,,,,,
1313,1631093,Jaden Ivey,2022,1,5,Pistons,Purdue,College/University,1,G,,,,,,,,,,,,,,
1314,1631097,Bennedict Mathurin,2022,1,6,Pacers,Arizona,College/University,1,G,76.5,204.6,81.0,5.7,8.5,9.75,,,,,,,24.57752146610278,
1315,1631101,Shaedon Sharpe,2022,1,7,Trail Blazers,Kentucky,College/University,1,G,76.25,198.0,83.5,4.8,9.0,9.25,,,,,,,23.94091910776673,
1316,1630700,Dyson Daniels,2022,1,8,Pelicans,Ignite (G League),Other Team/Club,1,G,78.0,195.2,82.5,4.9,8.5,9.75,29.0,34.0,10.81,2.81,3.22,,22.555161078238,0.4358974358974359
1317,1631110,Jeremy Sochan,2022,1,9,Spurs,Baylor,College/University,1,F,,,,,,,,,,,,,,
1318,1631098,Johnny Davis,2022,1,10,Wizards,Wisconsin,College/University,1,G,76.25,196.4,80.5,6.7,8.5,10.25,,,,,,,23.747457135178717,
1319,1631172,Ousmane Dieng,2022,1,11,Knicks,Breakers (New Zealand),Other Team/Club,1,F,,,,,,,,,,,,,,
1320,1631114,Jalen Williams,2022,1,12,Thunder,Santa Clara,College/University,1,G,76.5,209.2,86.25,8.9,8.5,9.5,33.5,39.0,11.13,3.17,3.11,,25.130095262505872,0.5098039215686274
1321,1631105,Jalen Duren,2022,1,13,Hornets,Memphis,College/University,1,C,,,,,,,,,,,,,,
1322,1630534,Ochai Agbaji,2022,1,14,Cavaliers,Kansas,College/University,1,G,76.5,216.8,82.25,5.4,8.75,9.5,32.0,39.0,10.77,3.11,3.13,,26.043043273954464,0.5098039215686274
1323,1631109,Mark Williams,2022,1,15,Hornets,Duke,College/University,1,C,84.0,242.4,90.5,5.4,9.0,9.75,,,,,,,24.150680272108843,
1324,1631100,AJ Griffin,2022,1,16,Hawks,Duke,College/University,1,F,,,,,,,,,,,,,,
1325,1631106,Tari Eason,2022,1,17,Rockets,Louisiana State,College/University,1,F,78.75,217.4,86.0,5.9,9.25,11.0,,,,,,,24.644144116906023,
1326,1631207,Dalen Terry,2022,1,18,Bulls,Arizona State,College/University,1,G,78.0,195.2,84.75,5.4,8.5,9.0,,,,,,,22.555161078238,
1327,1631222,Jake LaRavia,2022,1,19,Timberwolves,Wake Forest,College/University,1,F,78.75,227.2,81.5,9.0,8.5,10.25,27.5,34.0,10.58,2.89,3.37,,25.755057697152935,0.43174603174603177
1328,1631103,Malaki Branham,2022,1,20,Spurs,Ohio State,College/University,1,G,76.0,194.8,82.0,6.1,8.5,9.75,29.0,35.0,11.38,3.09,3.17,,23.70921052631579,0.4605263157894737
1329,1631128,Christian Braun,2022,1,21,Nuggets,Kansas,College/University,1,G,77.5,209.2,78.5,6.2,8.0,8.5,33.5,40.0,11.0,3.13,3.16,,24.485760665972947,0.5161290322580645
1330,1631117,Walker Kessler,2022,1,22,Grizzlies,Auburn,College/University,1,C,84.25,256.0,88.25,14.7,8.5,8.5,,,,,,,25.354524562160446,
1331,1631223,David Roddy,2022,1,23,76ers,Colorado State,College/University,1,F,76.5,260.8,83.5,11.6,8.75,10.0,27.0,35.5,10.75,3.1,3.22,,31.328531761288392,0.46405228758169936
1332,1630699,MarJon Beauchamp,2022,1,24,Bucks,Ignite (G League),Other Team/Club,1,G,77.25,196.6,84.75,5.3,9.0,9.0,,,,,,,23.16017637016789,
1333,1631104,Blake Wesley,2022,1,25,Spurs,Notre Dame,College/University,1,G,75.0,187.2,81.25,5.6,8.25,9.0,30.0,36.0,11.55,3.25,3.21,,23.395839999999996,0.48
1334,1631111,Wendell Moore Jr.,2022,1,26,Mavericks,Duke,College/University,1,G,76.25,217.2,84.5,7.5,8.75,10.25,32.5,38.5,10.94,3.21,3.3,,26.262462778822897,0.5049180327868853
1335,1631107,Nikola Jović,2022,1,27,Heat,KK Mega Leks (Serbia),Other Team/Club,1,F,81.5,222.6,84.25,7.4,8.75,9.75,,,,,,,23.55945650946592,
1336,1631116,Patrick Baldwin Jr.,2022,1,28,Warriors,Wisconsin-Milwaukee,College/University,1,F,81.25,230.8,85.75,8.9,8.75,9.5,23.5,26.5,12.25,3.3,3.45,,24.577878343195266,0.3261538461538461
1337,1631102,TyTy Washington Jr.,2022,1,29,Grizzlies,Kentucky,College/University,1,G,74.25,196.4,80.0,12.0,8.5,9.25,,,,,,,25.044011382058518,
1338,1631212,Peyton Watson,2022,1,30,Thunder,California-Los Angeles,College/University,1,F,78.75,203.4,84.5,5.2,8.5,9.5,28.0,33.5,11.03,3.24,3.28,,23.05712471655329,0.4253968253968254
1339,1629614,Andrew Nembhard,2022,2,31,Pacers,Gonzaga,College/University,1,G,75.0,195.6,77.75,4.4,8.0,9.5,26.5,35.0,10.46,3.02,3.26,,24.44565333333333,0.4666666666666667
1340,1631216,Caleb Houstan,2022,2,32,Magic,Michigan,College/University,1,,,,,,,,,,,,,,,
1341,1631132,Christian Koloko,2022,2,33,Raptors,Arizona,College/University,1,C,82.75,221.0,89.25,5.7,9.0,10.75,28.0,33.5,11.3,3.19,3.27,,22.688803497594947,0.40483383685800606
1342,1631119,Jaylin Williams,2022,2,34,Thunder,Arkansas,College/University,1,C,80.75,236.6,85.0,8.0,8.5,10.5,24.5,30.0,11.64,3.1,3.5,,25.50850482607904,0.3715170278637771
1343,1631108,Max Christie,2022,2,35,Lakers,Michigan State,College/University,1,G,76.25,189.2,80.75,4.8,8.0,8.5,32.0,37.5,10.82,3.02,3.07,,22.876878258532653,0.4918032786885246
1344,1630629,Gabriele Procida,2022,2,36,Trail Blazers,Fortitudo Pallacanestro Bologna (Italy),Other Team/Club,0,G,77.75,192.8,80.0,3.8,8.0,9.25,29.5,35.0,11.02,3.14,3.07,,22.421339729738115,0.45016077170418006
1345,1630702,Jaden Hardy,2022,2,37,Kings,Ignite (G League),Other Team/Club,1,G,,,,,,,,,,,,,,
1346,1631113,Kennedy Chandler,2022,2,38,Spurs,Tennessee,College/University,1,G,71.5,172.2,77.25,4.4,8.5,9.5,31.0,41.5,10.73,2.89,,,23.679710499290916,0.5804195804195804
1347,1631215,Khalifa Diop,2022,2,39,Cavaliers,CB Gran Canaria (Spain),Other Team/Club,0,C,,,,,,,,,,,,,,
1348,1631121,Bryce McGowens,2022,2,40,Timberwolves,Nebraska,College/University,1,G,77.25,181.2,80.75,5.4,8.75,9.5,29.5,34.0,11.12,3.16,3.27,,21.34600182235209,0.4401294498381877
1349,1630604,E.J. Liddell,2022,2,41,Pelicans,Ohio State,College/University,1,F,77.5,243.0,83.75,12.2,8.25,9.25,35.5,38.0,11.11,3.23,3.26,,28.44187304890739,0.49032258064516127
1350,1631211,Trevor Keels,2022,2,42,Knicks,Duke,College/University,1,G,75.25,223.8,79.25,13.5,8.25,9.0,24.5,31.0,11.33,3.32,3.27,,27.78448802993345,0.4119601328903654
1351,1631217,Moussa Diabaté,2022,2,43,Clippers,Michigan,College/University,1,C,81.25,216.6,86.5,2.7,8.5,10.5,29.0,36.5,11.16,2.9,3.26,,23.065721183431954,0.4492307692307692
1352,1631157,Ryan Rollins,2022,2,44,Hawks,Toledo,College/University,1,G,74.0,179.2,81.75,5.0,8.0,8.5,30.5,36.5,11.26,3.28,3.07,,23.005405405405405,0.49324324324324326
1353,1631169,Josh Minott,2022,2,45,Hornets,Memphis,College/University,1,,,,,,,,,,,,,,,
1354,1631130,Ismael Kamagate,2022,2,46,Pistons,Paris (France),Other Team/Club,0,F,,,,,,,,,,,,,,
1355,1631246,Vince Williams Jr.,2022,2,47,Grizzlies,Virginia Commonwealth,College/University,1,,,,,,,,,,,,,,,
1356,1631112,Kendall Brown,2022,2,48,Timberwolves,Baylor,College/University,1,F,78.25,201.2,83.0,4.9,9.0,9.0,31.5,41.0,11.57,3.05,3.29,,23.100139840153513,0.5239616613418531
1357,1630600,Isaiah Mobley,2022,2,49,Cavaliers,Southern California,College/University,1,,,,,,,,,,,,,,,
1358,1631164,Matteo Spagnolo,2022,2,50,Timberwolves,Vanoli Cremona (Italy),Other Team/Club,0,G,76.0,196.2,80.0,8.6,8.25,10.0,25.5,31.5,11.42,3.16,3.4,,23.879605263157895,0.4144736842105263
1359,1631213,Tyrese Martin,2022,2,51,Warriors,Connecticut,College/University,1,G,,,,,,,,,,,,,,
1360,1631255,Karlo Matković,2022,2,52,Pelicans,Mega Mozzart (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
1361,1631120,JD Davison,2022,2,53,Celtics,Alabama,College/University,1,G,72.5,191.8,78.5,7.8,8.5,9.5,30.0,37.0,11.38,3.23,3.26,,25.652394768133178,0.5103448275862069
1362,1631161,Yannick Nzosa,2022,2,54,Wizards,Unicaja Baloncesto Malaga (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
1363,1630611,Gui Santos,2022,2,55,Warriors,Associacao Atletica Ponte Preta (Brazil),Other Team/Club,1,,,,,,,,,,,,,,,
1364,1631247,Luke Travers,2022,2,56,Cavaliers,Perth Wildcats (Australia),Other Team/Club,1,,,,,,,,,,,,,,,
1365,1631133,Jabari Walker,2022,2,57,Trail Blazers,Colorado,College/University,1,F,78.75,213.8,82.75,12.1,8.75,9.75,29.5,32.5,11.53,3.12,3.24,,24.236053413958178,0.4126984126984127
1366,1630656,Hugo Besson,2022,2,58,Pacers,Breakers (New Zealand),Other Team/Club,0,G,76.5,180.4,77.5,8.8,7.5,8.5,24.5,31.5,11.36,3.25,3.4,,21.67050279806912,0.4117647058823529
1367,1641705,Victor Wembanyama,2023,1,1,Spurs,Metropolitans 92 (France),Other Team/Club,1,C,,,,,,,,,,,,,,
1368,1641706,Brandon Miller,2023,1,2,Hornets,Alabama,College/University,1,F,,,,,,,,,,,,,,
1369,1630703,Scoot Henderson,2023,1,3,Trail Blazers,Ignite (G League),Other Team/Club,1,G,,,,,,,,,,,,,,
1370,1641708,Amen Thompson,2023,1,4,Rockets,Overtime Elite,Other Team/Club,1,G,77.75,214.2,84.0,,8.5,8.5,,,,,,,24.910015405134356,
1371,1641709,Ausar Thompson,2023,1,5,Pistons,Overtime Elite,Other Team/Club,1,G,77.75,218.2,84.0,,8.75,9.25,,,,,,,25.375188428572905,
1372,1641710,Anthony Black,2023,1,6,Magic,Arkansas,College/University,1,G,77.75,210.0,79.5,,8.25,9.5,32.0,39.0,11.04,,3.35,,24.421583730523878,0.5016077170418006
1373,1641731,Bilal Coulibaly,2023,1,7,Pacers,Metropolitans 92 (France),Other Team/Club,1,G,,,,,,,,,,,,,,
1374,1641716,Jarace Walker,2023,1,8,Wizards,Houston,College/University,1,F,78.5,248.6,86.5,,9.0,10.0,34.5,38.0,10.89,,3.2,,28.360712402125845,0.4840764331210191
1375,1641707,Taylor Hendricks,2023,1,9,Jazz,Central Florida,College/University,1,F,80.25,213.6,84.5,,9.25,10.25,32.5,36.0,11.27,,3.32,,23.31666812239788,0.4485981308411215
1376,1641717,Cason Wallace,2023,1,10,Mavericks,Kentucky,College/University,1,G,74.5,195.2,80.5,,8.5,9.25,28.0,36.0,10.82,,3.34,,24.724219629746408,0.48322147651006714
1377,1641724,Jett Howard,2023,1,11,Magic,Michigan,College/University,1,F,,,,,,,,,,,,,,
1378,1641726,Dereck Lively II,2023,1,12,Thunder,Duke,College/University,1,C,,,,,,,,,,,,,,
