Age,G,MP,Totals_FG,Totals_FGA,Totals_3P,Totals_3PA,Totals_FT,Totals_FTA,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF,Totals_PTS,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,OVERALL_PICK
21.0,37,1148.0,227,410,3,17,127,153,104.0,282,72,35.0,85.0,64.0,95.0,584,0.554,0.176,0.83,31.0,15.8,7.6,1.9,8
21.0,32,1164.0,229,398,18,45,248,311,118.0,312,43,18.0,75.0,115.0,88.0,724,0.575,0.4,0.797,36.4,22.6,9.8,1.3,9
20.0,37,992.0,228,402,0,3,191,252,142.0,397,62,43.0,38.0,94.0,88.0,647,0.567,0.0,0.758,26.8,17.5,10.7,1.7,13
20.0,33,856.0,183,374,71,168,91,126,27.0,99,88,43.0,22.0,63.0,80.0,528,0.489,0.423,0.722,25.9,16.0,3.0,2.7,14
20.0,31,1052.0,193,385,71,159,96,139,51.0,185,69,36.0,22.0,75.0,79.0,553,0.501,0.447,0.691,33.9,17.8,6.0,2.2,15
19.0,29,832.0,134,263,20,52,98,128,47.0,163,70,20.0,15.0,66.0,88.0,386,0.51,0.385,0.766,28.7,13.3,5.6,2.4,16
22.0,33,1009.0,201,380,26,55,157,177,53.0,204,67,30.0,5.0,88.0,102.0,585,0.529,0.473,0.887,30.6,17.7,6.2,2.0,16
19.0,14,380.0,99,191,6,20,65,95,32.0,111,16,19.0,19.0,31.0,54.0,269,0.518,0.3,0.684,27.1,19.2,7.9,1.1,17
21.0,30,900.0,183,349,45,104,154,204,69.0,266,71,63.0,60.0,72.0,72.0,565,0.524,0.433,0.755,30.0,18.8,8.9,2.4,17
22.0,34,1275.0,253,462,9,31,211,310,106.0,294,50,33.0,27.0,86.0,79.0,726,0.548,0.29,0.681,37.5,21.4,8.6,1.5,19
21.0,34,1177.0,197,400,14,55,169,253,85.0,225,162,48.0,24.0,89.0,75.0,577,0.493,0.255,0.668,34.6,17.0,6.6,4.8,20
20.0,35,1101.0,188,406,62,161,136,174,53.0,135,149,61.0,6.0,71.0,99.0,574,0.463,0.385,0.782,31.5,16.4,3.9,4.3,21
21.0,32,1091.0,164,319,46,104,123,142,9.0,155,145,58.0,3.0,110.0,54.0,497,0.514,0.442,0.866,34.1,15.5,4.8,4.5,22
22.0,39,1297.0,214,462,116,283,78,99,24.0,155,150,67.0,9.0,69.0,54.0,622,0.463,0.41,0.788,33.3,15.9,4.0,3.8,24
21.0,33,1037.0,164,302,2,5,176,273,106.0,254,28,33.0,90.0,64.0,82.0,506,0.543,0.4,0.645,31.4,15.3,7.7,0.8,26
20.0,33,1038.0,165,409,31,113,169,231,71.0,250,53,20.0,9.0,89.0,92.0,530,0.403,0.274,0.732,31.5,16.1,7.6,1.6,27
21.0,26,892.0,191,346,4,14,142,174,84.0,287,36,15.0,16.0,60.0,67.0,528,0.552,0.286,0.816,34.3,20.3,11.0,1.4,29
21.0,32,897.0,160,305,0,4,115,161,78.0,288,70,34.0,24.0,85.0,76.0,435,0.525,0.0,0.714,28.0,13.6,9.0,2.2,30
22.0,36,1126.0,210,417,120,238,122,134,9.0,83,78,30.0,4.0,85.0,66.0,662,0.504,0.504,0.91,31.3,18.4,2.3,2.2,31
21.0,33,1138.0,181,424,69,199,74,107,23.0,104,132,65.0,13.0,98.0,99.0,505,0.427,0.347,0.692,34.5,15.3,3.2,4.0,32
19.0,30,1007.0,181,319,12,26,146,188,82.0,272,25,24.0,48.0,54.0,73.0,520,0.567,0.462,0.777,33.6,17.3,9.1,0.8,33
22.0,31,967.0,157,309,2,7,177,259,74.0,295,48,12.0,59.0,70.0,83.0,493,0.508,0.286,0.683,31.2,15.9,9.5,1.5,37
22.0,23,783.0,131,312,68,168,124,148,15.0,90,160,31.0,1.0,58.0,46.0,454,0.42,0.405,0.838,34.0,19.7,3.9,7.0,38
19.0,29,758.0,124,284,65,164,49,68,5.0,73,48,30.0,8.0,49.0,33.0,362,0.437,0.396,0.721,26.1,12.5,2.5,1.7,39
19.0,29,769.0,159,274,0,0,68,116,88.0,218,24,11.0,50.0,47.0,48.0,386,0.58,0.36,0.586,26.5,13.3,7.5,0.8,42
18.0,35,541.0,87,163,12,26,37,57,37.0,115,20,22.0,19.0,38.0,58.0,223,0.534,0.462,0.649,15.5,6.4,3.3,0.6,46
20.0,26,917.0,150,363,50,152,126,161,33.0,125,70,29.0,15.0,68.0,50.0,476,0.413,0.329,0.783,35.3,18.3,4.8,2.7,47
22.0,31,1161.0,247,498,52,137,124,161,86.0,255,100,47.0,5.0,76.0,50.0,670,0.496,0.38,0.77,37.5,21.6,8.2,3.2,50
21.0,22,286.0,48,138,0,1,31,47,23.0,54,14,6.0,8.0,24.0,47.0,127,0.348,0.0,0.66,13.0,5.8,2.5,0.6,51
20.0,29,801.0,203,408,1,4,84,146,55.0,224,30,35.0,21.0,71.0,75.0,491,0.498,0.25,0.575,27.6,16.9,7.7,1.0,51
22.0,35,1049.0,294,574,3,14,105,183,55.0,263,48,35.0,21.0,71.0,75.0,696,0.512,0.214,0.574,30.0,19.9,7.5,1.4,51
19.0,31,737.0,63,145,20,66,14,22,32.0,88,89,61.0,6.0,49.0,81.0,160,0.434,0.303,0.636,23.8,5.2,2.8,2.9,53
22.0,24,793.0,92,237,34,106,62,82,33.0,113,98,68.0,8.0,83.0,71.0,280,0.388,0.321,0.756,33.0,11.7,4.7,4.1,53
21.0,28,970.0,183,386,43,115,107,136,52.0,222,63,42.0,9.0,91.0,61.0,516,0.474,0.374,0.787,34.6,18.4,7.9,2.3,54
20.0,26,838.0,133,316,11,42,119,174,103.0,271,40,45.0,29.0,61.0,67.0,396,0.421,0.262,0.684,32.2,15.2,10.4,1.5,55
22.0,32,1023.0,171,382,12,41,188,288,110.0,351,61,50.0,26.0,87.0,69.0,542,0.448,0.293,0.653,32.0,16.9,11.0,1.9,55
22.0,31,1152.0,183,407,59,137,91,106,44.0,201,114,40.0,15.0,82.0,58.0,516,0.45,0.431,0.858,37.2,16.6,6.5,3.7,60
20.0,37,1247.0,219,385,0,0,117,181,135.0,339,20,50.0,73.0,59.0,92.0,555,0.569,0.36,0.646,33.7,15.0,9.2,0.5,2
21.0,33,1205.0,306,617,74,173,240,311,47.0,182,56,35.0,11.0,76.0,66.0,926,0.496,0.428,0.772,36.5,28.1,5.5,1.7,3
19.0,32,829.0,152,250,1,1,90,137,90.0,295,42,33.0,99.0,59.0,82.0,395,0.608,1.0,0.657,25.9,12.3,9.2,1.3,4
22.0,36,1198.0,237,410,2,6,201,270,117.0,384,39,60.0,137.0,89.0,114.0,677,0.578,0.333,0.744,33.3,18.8,10.7,1.1,5
21.0,33,1046.0,228,449,39,97,171,211,69.0,186,135,46.0,26.0,75.0,81.0,666,0.508,0.402,0.81,31.7,20.2,5.6,4.1,6
22.0,33,1145.0,226,550,89,254,136,172,54.0,190,100,46.0,21.0,71.0,71.0,677,0.411,0.35,0.791,34.7,20.5,5.8,3.0,7
19.0,33,1015.0,187,406,28,88,101,138,66.0,210,68,58.0,52.0,82.0,75.0,503,0.461,0.318,0.732,30.8,15.2,6.4,2.1,8
19.0,25,642.0,133,241,0,0,69,102,73.0,207,21,22.0,72.0,52.0,74.0,335,0.552,0.36,0.676,25.7,13.4,8.3,0.8,9
21.0,36,1336.0,302,643,139,330,221,256,7.0,71,95,52.0,2.0,90.0,54.0,964,0.47,0.421,0.863,37.1,26.8,2.0,2.6,11
21.0,34,943.0,118,194,1,2,92,133,68.0,226,25,21.0,107.0,77.0,94.0,329,0.608,0.5,0.692,27.7,9.7,6.6,0.7,12
20.0,32,1112.0,197,447,51,151,144,192,39.0,154,104,83.0,15.0,70.0,46.0,589,0.441,0.338,0.75,34.8,18.4,4.8,3.3,14
20.0,32,880.0,128,218,2,2,120,177,56.0,203,54,21.0,80.0,59.0,98.0,378,0.587,1.0,0.678,27.5,11.8,6.3,1.7,15
21.0,37,1007.0,220,505,102,261,94,132,57.0,158,47,49.0,25.0,54.0,84.0,636,0.436,0.391,0.712,27.2,17.2,4.3,1.3,16
19.0,36,982.0,156,375,48,154,114,145,62.0,222,67,50.0,49.0,81.0,105.0,474,0.416,0.312,0.786,27.3,13.2,6.2,1.9,17
21.0,33,1211.0,287,621,116,289,149,176,27.0,141,103,58.0,27.0,92.0,61.0,839,0.462,0.401,0.847,36.7,25.4,4.3,3.1,19
21.0,38,978.0,152,250,4,13,56,104,81.0,239,73,65.0,48.0,65.0,84.0,364,0.608,0.308,0.538,25.7,9.6,6.3,1.9,20
19.0,34,1054.0,147,305,18,66,68,119,37.0,209,167,69.0,5.0,79.0,70.0,380,0.482,0.273,0.571,31.0,11.2,6.1,4.9,21
20.0,23,767.0,83,204,24,60,94,109,18.0,89,198,21.0,5.0,85.0,38.0,284,0.407,0.4,0.862,33.3,12.3,3.9,8.6,22
21.0,34,922.0,137,243,0,0,76,139,106.0,238,22,13.0,69.0,42.0,72.0,350,0.564,0.36,0.547,27.1,10.3,7.0,0.6,23
19.0,33,967.0,117,251,8,18,121,154,60.0,143,122,77.0,8.0,70.0,94.0,363,0.466,0.444,0.786,29.3,11.0,4.3,3.7,24
20.0,34,1196.0,202,433,64,164,117,141,38.0,150,93,50.0,5.0,85.0,78.0,585,0.467,0.39,0.83,35.2,17.2,4.4,2.7,25
19.0,37,1125.0,172,420,63,189,91,127,21.0,95,189,41.0,9.0,135.0,63.0,498,0.41,0.333,0.717,30.4,13.5,2.6,5.1,26
21.0,34,1170.0,226,495,83,221,121,159,24.0,139,84,23.0,11.0,87.0,81.0,656,0.457,0.376,0.761,34.4,19.3,4.1,2.5,28
21.0,32,1212.0,202,468,42,137,90,151,46.0,150,127,89.0,6.0,65.0,71.0,536,0.432,0.307,0.596,37.9,16.8,4.7,4.0,29
19.0,30,615.0,71,169,20,69,20,40,26.0,86,51,27.0,17.0,48.0,61.0,182,0.42,0.29,0.5,20.5,6.1,2.9,1.7,31
23.0,33,1104.0,177,363,49,131,134,160,42.0,167,67,36.0,28.0,77.0,89.0,537,0.488,0.374,0.838,33.5,16.3,5.1,2.0,31
22.0,31,1047.0,173,363,121,259,74,76,34.0,183,39,18.0,4.0,32.0,64.0,541,0.477,0.467,0.974,33.8,17.5,5.9,1.3,32
21.0,29,1056.0,139,287,0,2,105,135,93.0,285,39,25.0,89.0,101.0,99.0,383,0.484,0.0,0.778,36.4,13.2,9.8,1.3,33
21.0,33,1018.0,206,364,6,19,160,184,87.0,301,54,34.0,29.0,81.0,103.0,578,0.566,0.316,0.87,30.8,17.5,9.1,1.6,34
20.0,37,1276.0,225,437,2,3,142,190,105.0,353,106,66.0,13.0,115.0,105.0,594,0.515,0.667,0.747,34.5,16.1,9.5,2.9,35
22.0,36,1305.0,243,424,1,12,146,227,112.0,339,109,44.0,29.0,89.0,107.0,633,0.573,0.083,0.643,36.3,17.6,9.4,3.0,36
22.0,33,874.0,113,239,29,88,88,118,69.0,163,43,40.0,17.0,66.0,104.0,343,0.473,0.33,0.746,26.5,10.4,4.9,1.3,37
21.0,31,1045.0,158,297,39,92,45,72,76.0,211,107,34.0,23.0,95.0,84.0,400,0.532,0.424,0.625,33.7,12.9,6.8,3.5,39
23.0,32,754.0,117,290,30,92,79,91,42.0,141,44,25.0,12.0,53.0,53.0,343,0.403,0.326,0.868,23.6,10.7,4.4,1.4,40
21.0,33,1079.0,174,279,1,2,99,152,100.0,300,59,47.0,24.0,67.0,84.0,448,0.624,0.5,0.651,32.7,13.6,9.1,1.8,41
19.0,37,1228.0,163,402,101,266,69,95,42.0,133,116,49.0,12.0,70.0,88.0,496,0.405,0.38,0.726,33.2,13.4,3.6,3.1,42
22.0,29,723.0,127,235,9,29,120,170,74.0,216,21,31.0,30.0,82.0,93.0,383,0.54,0.31,0.706,24.9,13.2,7.4,0.7,45
21.0,33,1183.0,157,437,78,243,78,103,15.0,102,191,53.0,1.0,94.0,61.0,470,0.359,0.321,0.757,35.8,14.2,3.1,5.8,46
20.0,33,1126.0,258,452,5,14,127,204,197.0,438,36,62.0,76.0,83.0,101.0,648,0.571,0.357,0.623,34.1,19.6,13.3,1.1,47
22.0,27,953.0,178,359,3,9,194,270,89.0,273,38,24.0,15.0,66.0,67.0,553,0.496,0.333,0.719,35.3,20.5,10.1,1.4,49
21.0,33,710.0,83,134,0,0,65,108,65.0,157,10,7.0,29.0,38.0,84.0,231,0.619,0.36,0.602,21.5,7.0,4.8,0.3,50
21.0,31,1031.0,234,490,17,65,58,95,67.0,155,90,82.0,14.0,69.0,60.0,543,0.478,0.262,0.611,33.3,17.5,5.0,2.9,54
22.0,30,1072.0,177,396,47,118,60,91,24.0,99,184,65.0,2.0,89.0,55.0,461,0.447,0.398,0.659,35.7,15.4,3.3,6.1,60
19.0,32,925.0,189,307,0,0,123,196,113.0,306,21,18.0,105.0,64.0,87.0,501,0.616,0.36,0.628,28.9,15.7,9.6,0.7,1
18.0,35,1255.0,306,647,82,203,209,256,106.0,390,46,66.0,67.0,99.0,71.0,903,0.473,0.404,0.816,35.9,25.8,11.1,1.3,2
20.0,38,1058.0,186,306,0,2,130,202,96.0,360,82,28.0,70.0,68.0,94.0,502,0.608,0.0,0.644,27.8,13.2,9.5,2.2,3
19.0,39,1231.0,160,309,21,69,100,144,27.0,134,238,87.0,10.0,86.0,60.0,441,0.518,0.304,0.694,31.6,11.3,3.4,6.1,4
20.0,37,1232.0,196,382,36,96,100,129,62.0,236,117,30.0,43.0,96.0,92.0,528,0.513,0.375,0.775,33.3,14.3,6.4,3.2,5
20.0,37,1072.0,169,356,40,119,112,155,40.0,173,109,69.0,15.0,93.0,72.0,490,0.475,0.336,0.723,29.0,13.2,4.7,2.9,7
19.0,37,1013.0,228,353,0,0,89,157,77.0,229,37,36.0,65.0,59.0,55.0,545,0.646,0.36,0.567,27.4,14.7,6.2,1.0,8
21.0,40,1034.0,173,285,1,1,132,199,102.0,337,90,45.0,72.0,100.0,90.0,479,0.607,1.0,0.663,25.9,12.0,8.4,2.3,9
18.0,31,896.0,193,363,1,3,74,98,61.0,197,60,16.0,54.0,78.0,70.0,461,0.532,0.333,0.755,28.9,14.9,6.4,1.9,10
22.0,34,1153.0,216,432,38,83,144,185,8.0,113,169,39.0,1.0,88.0,83.0,614,0.5,0.458,0.778,33.9,18.1,3.3,5.0,11
18.0,31,917.0,177,370,39,93,52,70,72.0,151,63,39.0,12.0,67.0,61.0,445,0.478,0.419,0.743,29.6,14.4,4.9,2.0,12
19.0,38,1048.0,190,346,3,13,73,119,96.0,298,82,55.0,49.0,91.0,94.0,456,0.549,0.231,0.613,27.6,12.0,7.8,2.2,13
23.0,35,1092.0,244,460,36,81,166,210,106.0,251,24,53.0,40.0,87.0,95.0,690,0.53,0.444,0.79,31.2,19.7,7.2,0.7,14
20.0,29,965.0,227,501,43,161,215,254,35.0,135,160,71.0,9.0,98.0,68.0,712,0.453,0.267,0.846,33.3,24.6,4.7,5.5,15
21.0,37,1227.0,239,455,44,100,125,159,44.0,171,50,27.0,10.0,90.0,92.0,647,0.525,0.44,0.786,33.2,17.5,4.6,1.4,16
20.0,15,483.0,63,115,0,0,56,80,36.0,104,18,21.0,75.0,35.0,48.0,182,0.548,0.36,0.7,32.2,12.1,6.9,1.2,17
19.0,32,1003.0,158,351,36,101,108,138,28.0,119,184,65.0,2.0,124.0,67.0,460,0.45,0.356,0.783,31.3,14.4,3.7,5.8,19
20.0,30,905.0,175,302,0,3,154,200,98.0,304,58,16.0,47.0,102.0,94.0,504,0.579,0.0,0.77,30.2,16.8,10.1,1.9,20
19.0,39,770.0,141,317,54,130,46,66,28.0,167,40,28.0,10.0,56.0,66.0,382,0.445,0.415,0.697,19.7,9.8,4.3,1.0,21
21.0,30,1152.0,195,347,39,88,142,191,91.0,248,90,42.0,10.0,78.0,66.0,571,0.562,0.443,0.743,38.4,19.0,8.3,3.0,22
19.0,34,1079.0,194,431,39,117,70,107,63.0,235,48,22.0,47.0,55.0,96.0,497,0.45,0.333,0.654,31.7,14.6,6.9,1.4,23
21.0,32,1069.0,263,544,77,169,241,285,43.0,210,37,38.0,24.0,109.0,68.0,844,0.483,0.456,0.846,33.4,26.4,6.6,1.2,25
22.0,35,1289.0,213,463,80,198,115,136,31.0,149,149,48.0,6.0,89.0,88.0,621,0.46,0.404,0.846,36.8,17.7,4.3,4.3,26
21.0,36,1186.0,210,456,87,232,101,126,15.0,99,70,22.0,8.0,64.0,66.0,608,0.461,0.375,0.802,32.9,16.9,2.8,1.9,27
22.0,36,1181.0,256,545,40,123,164,249,78.0,196,73,33.0,10.0,60.0,45.0,716,0.47,0.325,0.659,32.8,19.9,5.4,2.0,29
23.0,34,1035.0,219,367,4,19,201,277,101.0,249,42,40.0,32.0,102.0,99.0,643,0.597,0.211,0.726,30.4,18.9,7.3,1.2,31
20.0,26,861.0,104,250,48,137,68,85,15.0,73,113,47.0,7.0,48.0,56.0,324,0.416,0.35,0.8,33.1,12.5,2.8,4.3,32
20.0,30,987.0,196,397,23,80,82,118,63.0,200,67,33.0,23.0,80.0,66.0,497,0.494,0.288,0.695,32.9,16.6,6.7,2.2,33
21.0,32,969.0,248,437,28,65,128,151,95.0,354,56,24.0,48.0,64.0,74.0,652,0.568,0.431,0.848,30.3,20.4,11.1,1.8,34
21.0,29,1016.0,178,368,17,49,139,195,113.0,303,66,32.0,28.0,82.0,67.0,512,0.484,0.347,0.713,35.0,17.7,10.4,2.3,35
22.0,30,968.0,149,366,4,16,117,151,63.0,247,44,23.0,70.0,50.0,54.0,419,0.407,0.25,0.775,32.3,14.0,8.2,1.5,36
19.0,33,1164.0,164,327,5,23,97,146,69.0,260,114,39.0,82.0,80.0,83.0,430,0.502,0.217,0.664,35.3,13.0,7.9,3.5,37
22.0,40,726.0,98,142,0,0,52,83,63.0,147,17,13.0,12.0,47.0,92.0,248,0.69,0.36,0.627,18.2,6.2,3.7,0.4,41
19.0,31,648.0,85,182,25,62,37,54,38.0,105,37,19.0,6.0,43.0,84.0,232,0.467,0.403,0.685,20.9,7.5,3.4,1.2,42
22.0,34,1068.0,206,451,79,212,86,121,52.0,165,116,48.0,4.0,80.0,81.0,577,0.457,0.373,0.711,31.4,17.0,4.9,3.4,42
19.0,31,887.0,103,259,40,119,38,50,21.0,112,30,23.0,13.0,39.0,83.0,284,0.398,0.336,0.76,28.6,9.2,3.6,1.0,43
23.0,31,1070.0,190,466,90,248,167,192,27.0,144,80,42.0,8.0,53.0,54.0,637,0.408,0.363,0.87,34.5,20.5,4.6,2.6,43
22.0,38,817.0,130,263,45,103,65,88,47.0,204,63,27.0,24.0,69.0,85.0,370,0.494,0.437,0.739,21.5,9.7,5.4,1.7,44
22.0,33,1252.0,197,464,56,188,116,168,46.0,194,286,45.0,2.0,110.0,54.0,566,0.425,0.298,0.69,37.9,17.2,5.9,8.7,45
19.0,28,649.0,85,171,1,6,31,56,45.0,138,47,16.0,31.0,52.0,53.0,202,0.497,0.167,0.554,23.2,7.2,4.9,1.7,47
21.0,32,1054.0,153,325,20,67,106,181,70.0,314,104,28.0,114.0,119.0,91.0,432,0.471,0.299,0.586,32.9,13.5,9.8,3.3,47
22.0,36,1016.0,204,361,0,0,91,166,120.0,341,61,15.0,62.0,55.0,91.0,499,0.565,0.36,0.548,28.2,13.9,9.5,1.7,49
21.0,35,1295.0,202,447,88,214,115,145,15.0,111,131,41.0,11.0,109.0,74.0,607,0.452,0.411,0.793,37.0,17.3,3.2,3.7,51
20.0,40,1328.0,154,347,82,202,141,166,9.0,96,147,42.0,1.0,107.0,60.0,531,0.444,0.406,0.849,33.2,13.3,2.4,3.7,52
22.0,35,1217.0,225,503,100,240,113,133,50.0,190,54,49.0,37.0,77.0,73.0,663,0.447,0.417,0.85,34.8,18.9,5.4,1.5,53
22.0,31,990.0,240,375,0,1,80,133,101.0,274,45,30.0,91.0,89.0,90.0,560,0.64,0.0,0.602,31.9,18.1,8.8,1.5,55
20.0,34,1028.0,140,310,19,50,118,143,38.0,161,159,29.0,7.0,85.0,41.0,417,0.452,0.38,0.825,30.2,12.3,4.7,4.7,56
23.0,34,1140.0,188,391,42,119,62,103,74.0,202,89,35.0,4.0,65.0,72.0,480,0.481,0.353,0.602,33.5,14.1,5.9,2.6,57
19.0,40,1168.0,208,436,35,104,146,205,54.0,181,189,48.0,15.0,107.0,68.0,597,0.477,0.337,0.712,29.2,14.9,4.5,4.7,1
19.0,33,1041.0,307,577,36,95,216,279,131.0,408,38,42.0,54.0,95.0,85.0,866,0.532,0.379,0.774,31.5,26.2,12.4,1.2,2
20.0,33,1216.0,237,536,88,215,122,152,35.0,150,109,51.0,13.0,117.0,80.0,684,0.442,0.409,0.803,36.8,20.7,4.5,3.3,3
19.0,39,1318.0,182,391,26,77,107,150,61.0,153,167,63.0,7.0,96.0,93.0,497,0.465,0.338,0.713,33.8,12.7,3.9,4.3,4
19.0,39,1156.0,227,406,29,82,198,258,142.0,415,75,27.0,56.0,78.0,73.0,681,0.559,0.354,0.767,29.6,17.5,10.6,1.9,5
19.0,32,1110.0,184,425,70,208,231,277,23.0,104,78,42.0,20.0,115.0,69.0,669,0.433,0.337,0.834,34.7,20.9,3.3,2.4,7
21.0,36,1137.0,219,474,11,41,158,194,68.0,231,88,26.0,54.0,80.0,103.0,607,0.462,0.268,0.814,31.6,16.9,6.4,2.4,8
20.0,38,1417.0,242,551,74,194,173,221,20.0,112,219,47.0,0.0,105.0,61.0,731,0.439,0.381,0.783,37.3,19.2,2.9,5.8,9
19.0,27,831.0,184,393,0,6,153,194,77.0,221,37,16.0,56.0,58.0,66.0,521,0.468,0.0,0.789,30.8,19.3,8.2,1.4,10
19.0,30,1072.0,173,378,59,145,187,223,13.0,82,121,29.0,3.0,89.0,66.0,592,0.458,0.407,0.839,35.7,19.7,2.7,4.0,11
21.0,34,1177.0,275,491,11,34,133,229,114.0,412,93,36.0,91.0,99.0,100.0,694,0.56,0.324,0.581,34.6,20.4,12.1,2.7,12
22.0,38,1127.0,180,414,80,191,67,86,57.0,195,81,32.0,32.0,69.0,60.0,507,0.435,0.419,0.779,29.7,13.3,5.1,2.1,13
18.0,31,1016.0,183,394,2,19,115,166,86.0,263,38,35.0,70.0,92.0,85.0,483,0.464,0.105,0.693,32.8,15.6,8.5,1.2,14
19.0,36,883.0,140,262,1,1,86,132,93.0,204,22,18.0,83.0,63.0,94.0,367,0.534,1.0,0.652,24.5,10.2,5.7,0.6,15
20.0,36,874.0,216,346,0,0,90,130,93.0,290,34,15.0,49.0,62.0,82.0,522,0.624,0.36,0.692,24.3,14.5,8.1,0.9,16
21.0,34,894.0,179,294,3,3,93,144,75.0,216,63,18.0,75.0,57.0,92.0,454,0.609,1.0,0.646,26.3,13.4,6.4,1.9,17
20.0,33,902.0,189,357,14,42,74,141,83.0,242,20,26.0,92.0,80.0,82.0,466,0.529,0.333,0.525,27.3,14.1,7.3,0.6,18
19.0,33,1082.0,230,469,64,156,173,199,100.0,328,47,12.0,18.0,74.0,71.0,697,0.49,0.41,0.869,32.8,21.1,9.9,1.4,21
22.0,36,1079.0,259,543,69,174,148,180,48.0,175,75,65.0,28.0,84.0,87.0,735,0.477,0.397,0.822,30.0,20.4,4.9,2.1,22
18.0,37,1003.0,222,437,22,63,68,100,98.0,247,19,16.0,67.0,55.0,81.0,534,0.508,0.349,0.68,27.1,14.4,6.7,0.5,23
21.0,32,1179.0,220,404,49,109,199,245,49.0,216,137,57.0,13.0,94.0,89.0,688,0.545,0.45,0.812,36.8,21.5,6.8,4.3,26
19.0,40,989.0,214,394,2,12,80,114,92.0,250,33,20.0,53.0,75.0,118.0,510,0.543,0.167,0.702,24.7,12.8,6.3,0.8,27
19.0,30,831.0,111,275,63,187,17,25,15.0,114,41,25.0,22.0,48.0,54.0,302,0.404,0.337,0.68,27.7,10.1,3.8,1.4,30
22.0,33,1063.0,210,407,25,75,92,157,57.0,290,103,47.0,39.0,73.0,64.0,537,0.516,0.333,0.586,32.2,16.3,8.8,3.1,30
19.0,6,118.0,20,37,0,0,16,25,13.0,30,3,3.0,5.0,13.0,13.0,56,0.541,0.36,0.64,19.7,9.3,5.0,0.5,32
21.0,12,299.0,68,130,0,3,34,65,22.0,82,20,14.0,22.0,34.0,36.0,170,0.523,0.0,0.523,24.9,14.2,6.8,1.7,32
24.0,38,958.0,108,167,0,0,45,119,134.0,362,20,41.0,74.0,41.0,107.0,261,0.647,0.36,0.378,25.2,6.9,9.5,0.5,33
21.0,39,1170.0,164,318,73,156,97,130,14.0,120,169,97.0,23.0,75.0,99.0,498,0.516,0.468,0.746,30.0,12.8,3.1,4.3,34
19.0,35,703.0,113,183,0,0,52,119,66.0,210,15,7.0,44.0,57.0,67.0,278,0.617,0.36,0.437,20.1,7.9,6.0,0.4,35
21.0,33,958.0,117,245,5,25,51,74,73.0,198,51,34.0,15.0,62.0,55.0,290,0.478,0.2,0.689,29.0,8.8,6.0,1.5,37
21.0,35,1159.0,138,298,24,66,126,172,37.0,184,151,60.0,25.0,97.0,66.0,426,0.463,0.364,0.733,33.1,12.2,5.3,4.3,38
21.0,34,1067.0,197,425,54,146,61,76,56.0,152,89,45.0,8.0,96.0,74.0,509,0.464,0.37,0.803,31.4,15.0,4.5,2.6,39
21.0,40,1147.0,259,479,45,109,161,226,53.0,165,71,49.0,18.0,83.0,68.0,724,0.541,0.413,0.712,28.7,18.1,4.1,1.8,40
20.0,13,311.0,56,105,0,1,36,55,55.0,76,12,35.0,21.0,71.0,75.0,148,0.533,0.0,0.655,23.9,11.4,5.8,0.9,41
22.0,33,1122.0,203,476,58,158,189,222,26.0,127,202,60.0,1.0,128.0,88.0,653,0.426,0.367,0.851,34.0,19.8,3.8,6.1,42
20.0,29,463.0,42,88,2,6,31,54,45.0,110,22,21.0,18.0,33.0,75.0,117,0.477,0.333,0.574,16.0,4.0,3.8,0.8,43
23.0,34,738.0,74,140,13,46,48,73,49.0,143,62,33.0,23.0,54.0,83.0,209,0.529,0.283,0.658,21.7,6.1,4.2,1.8,43
21.0,35,958.0,202,373,0,0,141,260,75.0,269,54,15.0,34.0,84.0,82.0,545,0.542,0.36,0.542,27.4,15.6,7.7,1.5,46
20.0,31,846.0,181,389,35,114,101,137,79.0,196,59,27.0,17.0,81.0,101.0,498,0.465,0.307,0.737,27.3,16.1,6.3,1.9,47
20.0,31,976.0,176,335,52,120,101,138,45.0,150,66,19.0,26.0,55.0,90.0,505,0.525,0.433,0.732,31.5,16.3,4.8,2.1,48
21.0,32,980.0,229,383,2,7,108,201,118.0,324,51,41.0,62.0,55.0,94.0,568,0.598,0.286,0.537,30.6,17.8,10.1,1.6,49
21.0,30,714.0,98,177,0,0,84,132,54.0,221,20,17.0,37.0,43.0,74.0,280,0.554,0.36,0.636,23.8,9.3,7.4,0.7,50
21.0,34,1147.0,242,463,134,286,73,96,39.0,167,56,36.0,8.0,58.0,66.0,691,0.523,0.469,0.76,33.7,20.3,4.9,1.6,51
22.0,40,971.0,171,273,2,6,103,149,81.0,267,43,31.0,19.0,51.0,90.0,447,0.626,0.333,0.691,24.3,11.2,6.7,1.1,52
22.0,32,1110.0,157,281,59,120,112,142,69.0,293,90,28.0,11.0,50.0,78.0,485,0.559,0.492,0.789,34.7,15.2,9.2,2.8,54
21.0,31,1019.0,165,439,77,214,88,129,22.0,126,140,35.0,3.0,168.0,89.0,495,0.376,0.36,0.682,32.9,16.0,4.1,4.5,55
22.0,40,707.0,109,176,0,0,66,122,64.0,154,12,17.0,49.0,32.0,97.0,284,0.619,0.36,0.541,17.7,7.1,3.9,0.3,56
