Age,G,MP,Totals_FG,Totals_FGA,Totals_3P,Totals_3PA,Totals_FT,Totals_FTA,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF,Totals_PTS,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,OVERALL_PICK
18.0,35,952.0,155,382,49,159,55,88,23.0,170,82,45.0,23.0,60.0,79.0,414,0.406,0.308,0.625,27.2,11.8,4.9,2.3,46
20.0,37,1096.0,188,407,56,143,116,150,43.0,201,31,26.0,18.0,46.0,79.0,548,0.462,0.392,0.773,29.6,14.8,5.4,0.8,47
22.0,37,1174.0,147,291,30,77,98,124,92.0,240,94,25.0,12.0,65.0,83.0,422,0.505,0.39,0.79,31.7,11.4,6.5,2.5,48
22.0,34,1157.0,213,419,55,139,148,183,45.0,159,96,57.0,10.0,99.0,72.0,629,0.508,0.396,0.809,34.0,18.5,4.7,2.8,49
22.0,33,1121.0,237,458,38,116,128,163,57.0,277,80,46.0,29.0,85.0,89.0,640,0.517,0.328,0.785,34.0,19.4,8.4,2.4,50
21.0,33,1070.0,172,400,56,171,104,128,10.0,92,192,96.0,4.0,114.0,64.0,504,0.43,0.327,0.813,32.4,15.3,2.8,5.8,51
21.0,34,1055.0,212,455,24,75,93,127,67.0,281,72,38.0,16.0,82.0,100.0,541,0.466,0.32,0.732,31.0,15.9,8.3,2.1,52
21.0,35,1321.0,330,646,110,259,178,206,12.0,141,102,30.0,7.0,91.0,67.0,948,0.511,0.425,0.864,37.7,27.1,4.0,2.9,53
21.0,34,702.0,121,272,19,58,43,54,12.0,82,33,30.0,10.0,36.0,46.0,304,0.445,0.328,0.796,20.6,8.9,2.4,1.0,54
23.0,34,1118.0,229,462,71,184,108,123,47.0,167,67,32.0,8.0,91.0,70.0,637,0.496,0.386,0.878,32.9,18.7,4.9,2.0,54
21.0,38,1345.0,198,441,120,282,70,84,27.0,171,78,26.0,2.0,53.0,39.0,586,0.449,0.426,0.833,35.4,15.4,4.5,2.1,55
19.0,33,1029.0,158,383,66,177,85,109,12.0,121,201,44.0,5.0,105.0,40.0,467,0.413,0.373,0.78,31.2,14.2,3.7,6.1,56
21.0,37,1219.0,186,400,50,141,76,91,19.0,118,215,26.0,4.0,74.0,49.0,498,0.465,0.355,0.835,32.9,13.5,3.2,5.8,57
21.0,29,898.0,167,379,56,151,107,135,19.0,182,103,26.0,37.0,75.0,78.0,497,0.441,0.371,0.793,31.0,17.1,6.3,3.6,58
21.0,32,825.0,147,255,0,3,71,103,65.0,213,14,16.0,31.0,44.0,60.0,365,0.576,0.0,0.689,25.8,11.4,6.7,0.4,59
